id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
GABRA1	10	0.0012051	0.0087684	0.476839	23	6	-2.5756	0.44557	0.4471	0.989966	567	0	-2.5756
MMP3	10	0.0012466	0.0090085	0.476839	24	8	-4.1534	0.42734	0.42917	0.989966	540	0	-4.1534
FCER1G	10	0.0012527	0.0090245	0.476839	25	6	-3.4761	0.11532	0.16387	0.935816	195	1	-3.4761
TUBE1	10	0.0013182	0.0094728	0.476839	26	7	-4.9345	0.77239	0.77305	0.9995	925	0	-4.9345
TRMT2B	30	0.0013771	0.014003	0.509464	27	19	-4.1419	0.47778	0.58941	0.9995	600	1	-4.1419
METTL4	28	0.0014789	0.015596	0.516545	28	16	-3.3196	0.051567	0.13282	0.935816	111	1	-3.3196
MMP21	10	0.001549	0.010793	0.476839	29	8	-7.0862	0.97254	0.97283	0.9995	1192	0	-7.0862
EYA1	10	0.0016894	0.01173	0.500341	30	7	-2.6978	0.91584	0.91563	0.9995	1114	0	-2.6978
MMP20	10	0.0018013	0.012402	0.509464	31	8	-4.0882	0.83234	0.83254	0.9995	1019	0	-4.0882
KDM1A	45	0.0018071	0.021695	0.560334	32	28	-4.5418	0.81267	0.83594	0.9995	988	1	-4.5418
HBB	10	0.0019304	0.013171	0.509464	33	9	-4.8982	0.031303	0.060338	0.906117	72	1	-4.8982
KEAP1	10	0.0020078	0.013531	0.509464	34	7	-5.1056	0.30385	0.31142	0.963993	408	1	-5.1056
NR3C2	10	0.0020593	0.013795	0.509464	35	9	-6.3423	0.10082	0.15378	0.935816	177	1	-6.3423
GABRA5	10	0.0021835	0.014427	0.509901	36	7	-5.4708	0.51338	0.51466	0.9995	643	0	-5.4708
MGAM	10	0.0022563	0.0149	0.511964	37	7	-6.3241	0.55031	0.55107	0.9995	682	0	-6.3241
CD52	10	0.0024199	0.015868	0.516545	38	6	-3.9351	0.083874	0.1398	0.935816	161	1	-3.9351
HDAC2	10	0.0026466	0.017229	0.542203	39	6	-3.8038	0.2898	0.29912	0.962678	391	1	-3.8038
ALPPL2	10	0.0026925	0.017533	0.542203	40	8	-7.1374	0.25045	0.26618	0.944356	355	1	-7.1374
IL5	10	0.0029506	0.018902	0.557402	41	8	-4.0144	0.99754	0.99759	0.9995	1232	0	-4.0144
MS4A2	10	0.0029582	0.018926	0.557402	42	7	-4.2593	0.9007	0.90073	0.9995	1094	0	-4.2593
GSK3A	11	0.0030324	0.020366	0.559846	43	4	-3.6612	0.0092455	0.024368	0.66412	39	1	-3.6612
RET	10	0.0031038	0.019854	0.558393	44	7	-5.0074	0.18607	0.21568	0.935816	276	1	-5.0074
ITGA2B	10	0.0031085	0.019862	0.558393	45	8	-6.4813	0.96152	0.96172	0.9995	1170	0	-6.4813
PROS1	10	0.0033142	0.021207	0.560334	46	8	-6.5056	0.96674	0.9672	0.9995	1180	0	-6.5056
SRCAP	10	0.0034014	0.021743	0.560334	47	7	-6.2935	0.82123	0.8217	0.9995	1003	0	-6.2935
CHRNA7	10	0.0035102	0.022255	0.561831	48	8	-6.868	0.99771	0.99772	0.9995	1233	0	-6.868
KDM1B	10	0.003739	0.023528	0.572607	49	7	-4.1047	0.62972	0.62977	0.9995	772	0	-4.1047
IL1R1	10	0.0037543	0.023608	0.572607	50	6	-3.4893	0.25292	0.26834	0.944356	358	1	-3.4893
NNMT	10	0.0039277	0.024528	0.583492	51	7	-4.6041	0.81761	0.81816	0.9995	997	0	-4.6041
GGCX	10	0.0042446	0.026353	0.59559	52	9	-5.8848	0.76833	0.76889	0.9995	920	0	-5.8848
MMP14	10	0.004257	0.026401	0.59559	53	8	-6.1722	0.87829	0.87825	0.9995	1070	0	-6.1722
SHMT1	10	0.0042765	0.026481	0.59559	54	9	-5.2944	0.98215	0.98233	0.9995	1204	0	-5.2944
CALCR	10	0.0044124	0.027122	0.599098	55	4	-5.071	0.6064	0.60672	0.9995	747	0	-5.071
CDK5RAP1	14	0.0046096	0.032068	0.6503	56	9	-4.9295	0.81686	0.8166	0.9995	994	0	-4.9295
CD247	10	0.0047083	0.028722	0.615825	57	8	-4.2854	0.87362	0.87363	0.9995	1068	0	-4.2854
KCND1	10	0.004747	0.028875	0.615825	58	8	-3.586	0.98896	0.98901	0.9995	1214	0	-3.586
ANO1	10	0.0051391	0.031156	0.649752	59	9	-5.2257	0.73511	0.73467	0.9995	885	0	-5.2257
KDM4C	10	0.0051956	0.031516	0.649752	60	6	-3.5344	0.49975	0.50099	0.9995	619	0	-3.5344
HRH2	10	0.0057951	0.034521	0.665039	61	9	-4.9291	0.99784	0.99787	0.9995	1234	0	-4.9291
PHF2	10	0.0059385	0.03539	0.665039	62	6	-6.0595	0.068909	0.1177	0.935816	141	2	-6.0595
PRMT7	10	0.0060126	0.03575	0.665039	63	5	-4.0522	0.73486	0.73443	0.9995	884	0	-4.0522
DDC	10	0.0060376	0.035854	0.665039	64	8	-6.4268	0.98924	0.98933	0.9995	1217	0	-6.4268
PLA2G1B	10	0.0061746	0.036486	0.665039	65	6	-4.7194	0.76222	0.76257	0.9995	910	0	-4.7194
EZH1	45	0.0062753	0.061203	0.769899	66	29	-5.14	0.12195	0.27654	0.952172	201	4	-5.14
ENY2	10	0.0064157	0.037655	0.665039	67	6	-5.1018	0.68962	0.68942	0.9995	837	0	-5.1018
USP3	10	0.0065776	0.038535	0.665039	68	5	-5.284	0.16718	0.20169	0.935816	254	1	-5.284
NTSR2	10	0.0066358	0.03884	0.665039	69	9	-6.7795	0.96609	0.96652	0.9995	1178	0	-6.7795
KCNC1	10	0.0067821	0.03968	0.665039	70	5	-5.1818	0.819	0.81958	0.9995	999	0	-5.1818
CPT1A	10	0.0067952	0.039728	0.665039	71	8	-5.4116	0.02582	0.052334	0.840748	67	1	-5.4116
TBL1XR1	10	0.0068118	0.03976	0.665039	72	4	-4.8563	0.45402	0.45532	0.992991	573	0	-4.8563
PLA2G4A	10	0.0068162	0.039784	0.665039	73	8	-3.7264	0.096425	0.15047	0.935816	173	1	-3.7264
TRMT1L	27	0.0070736	0.057577	0.769899	74	15	-4.2306	0.54391	0.59664	0.9995	674	1	-4.2306
ALKBH8	28	0.0072491	0.059274	0.769899	75	19	-3.9655	0.038188	0.10477	0.935816	85	2	-3.9655
FSHR	10	0.0075927	0.043674	0.697393	76	7	-6.0213	0.57586	0.57648	0.9995	707	0	-6.0213
USP22	10	0.0076105	0.043762	0.697393	77	5	-5.2915	0.45634	0.45756	0.992991	577	0	-5.2915
PDCD1LG2	16	0.0076684	0.051286	0.763783	78	13	-3.7866	0.61766	0.61684	0.9995	757	0	-3.7866
MTR	10	0.0077285	0.044354	0.697393	79	9	-6.5241	0.914	0.91378	0.9995	1112	0	-6.5241
BGLAP	10	0.0077779	0.044538	0.697393	80	5	-5.1237	0.8214	0.82189	0.9995	1004	0	-5.1237
BRMS1L	10	0.0088114	0.049629	0.763783	81	9	-4.1084	0.99665	0.99673	0.9995	1231	0	-4.1084
PAH	10	0.0090754	0.05091	0.763783	82	5	-3.6018	0.22463	0.24562	0.941222	323	1	-3.6018
HDAC3	10	0.009206	0.051606	0.763783	83	5	-5.967	0.57363	0.57437	0.9995	703	0	-5.967
MAP2	10	0.0093748	0.052526	0.763783	84	9	-5.0511	0.99334	0.99342	0.9995	1226	0	-5.0511
SCN3B	10	0.0095927	0.053527	0.763783	85	6	-4.5225	0.2013	0.22721	0.935816	293	1	-4.5225
MMP2	10	0.0096292	0.053671	0.763783	86	9	-6.4938	0.98911	0.98919	0.9995	1215	0	-6.4938
PCGF1	10	0.0097468	0.054247	0.763783	87	7	-3.4522	0.63689	0.6368	0.9995	779	0	-3.4522
GLRA2	10	0.0097564	0.054335	0.763783	88	7	-3.6618	0.16239	0.19804	0.935816	250	1	-3.6618
CTRL0039	1	0.010249	0.010073	0.476839	89	1	-6.5518	0.98975	0.98989	0.9995	1218	0	-6.5518
BRCC3	10	0.010389	0.057449	0.769899	90	8	-3.841	0.96065	0.96075	0.9995	1167	0	-3.841
GABRR3	10	0.01061	0.058473	0.769899	91	8	-4.1263	0.83411	0.83414	0.9995	1023	0	-4.1263
AKR1C2	10	0.010799	0.05925	0.769899	92	7	-4.5148	0.75325	0.75323	0.9995	905	0	-4.5148
GSR	10	0.011029	0.060266	0.769899	93	8	-3.588	0.10446	0.15643	0.935816	184	1	-3.588
HAT1	10	0.011311	0.061403	0.769899	94	7	-4.8139	0.78881	0.78946	0.9995	950	0	-4.8139
VWF	10	0.011549	0.062339	0.769899	95	7	-3.4262	0.80022	0.80087	0.9995	966	0	-3.4262
CHRNA10	10	0.011576	0.062459	0.769899	96	8	-6.1548	0.40505	0.40661	0.978551	521	0	-6.1548
LHCGR	10	0.011681	0.062844	0.769899	97	5	-3.6108	0.041268	0.075546	0.935816	93	2	-3.6108
KDM5D	10	0.011783	0.063284	0.769899	98	7	-6.2651	0.57176	0.57249	0.9995	700	0	-6.2651
GABRP	10	0.011808	0.06338	0.769899	99	7	-6.922	0.29039	0.29968	0.962678	392	1	-6.922
TBL1X	10	0.011837	0.063484	0.769899	100	7	-2.657	0.1282	0.1732	0.935816	210	1	-2.657
KCNJ12	10	0.01239	0.065749	0.782035	101	5	-6.5538	0.6604	0.66041	0.9995	804	0	-6.5538
USP7	10	0.012994	0.068118	0.78271	102	5	-7.8922	0.64615	0.64633	0.9995	788	0	-7.8922
TUBB1	10	0.013013	0.068182	0.78271	103	6	-6.3336	0.90368	0.90375	0.9995	1097	0	-6.3336
ALAD	10	0.013185	0.068999	0.78271	104	7	-4.5273	0.97034	0.97078	0.9995	1189	0	-4.5273
FCGR2C	10	0.013434	0.069887	0.78271	105	5	-3.0875	0.15758	0.19452	0.935816	243	1	-3.0875
CDY1	10	0.013492	0.070071	0.78271	106	7	-3.172	0.13174	0.17593	0.935816	213	1	-3.172
ALKBH3	12	0.013631	0.075722	0.78271	107	9	-4.7815	0.99599	0.99582	0.9995	1230	0	-4.7815
DPP4	10	0.013917	0.071912	0.78271	108	7	-3.1826	0.41306	0.41486	0.984996	527	0	-3.1826
BCOR	10	0.013979	0.072192	0.78271	109	3	-4.3309	0.62807	0.62812	0.9995	769	0	-4.3309
UBE2U	10	0.014227	0.073017	0.78271	110	5	-2.2841	0.40656	0.40815	0.979843	522	0	-2.2841
FKBP1A	10	0.014458	0.073857	0.78271	111	8	-5.2255	0.93543	0.93568	0.9995	1139	0	-5.2255
CCKBR	10	0.014514	0.074081	0.78271	112	8	-7.8219	0.87046	0.87043	0.9995	1062	0	-7.8219
CA4	10	0.014695	0.074842	0.78271	113	4	-4.7199	0.65489	0.65493	0.9995	801	0	-4.7199
ADAR	10	0.014753	0.075178	0.78271	114	8	-6.645	0.90533	0.90528	0.9995	1099	0	-6.645
AVPR1B	10	0.014772	0.075234	0.78271	115	5	-3.7387	0.34616	0.349	0.973022	448	1	-3.7387
ATXN7L3	10	0.014923	0.075906	0.78271	116	7	-4.3624	0.3683	0.37013	0.973022	471	1	-4.3624
GABRE	10	0.014932	0.075946	0.78271	117	8	-4.1684	0.84733	0.84745	0.9995	1039	0	-4.1684
USP38	10	0.015093	0.076563	0.78271	118	8	-7.5932	0.99546	0.99559	0.9995	1229	0	-7.5932
ADRA2A	10	0.01553	0.078323	0.788405	119	6	-4.6244	0.70147	0.70159	0.9995	847	0	-4.6244
GLRA1	10	0.016168	0.080653	0.788405	120	7	-5.7865	0.80691	0.80765	0.9995	980	0	-5.7865
ELP4	10	0.01619	0.080733	0.788405	121	8	-4.9464	0.48002	0.48127	0.9995	603	0	-4.9464
KMT2D	10	0.016199	0.080757	0.788405	122	7	-8.4057	0.81143	0.81217	0.9995	987	0	-8.4057
PLIN3	10	0.016367	0.081421	0.788405	123	7	-4.5847	0.35054	0.35345	0.973022	455	1	-4.5847
ITGB1	10	0.016405	0.081541	0.788405	124	8	-7.288	0.8916	0.89167	0.9995	1085	0	-7.288
CD44	10	0.01641	0.081581	0.788405	125	7	-4.2969	0.26337	0.27675	0.952172	366	1	-4.2969
THUMPD3	29	0.016679	0.11658	0.872859	126	15	-3.6175	0.013752	0.047188	0.794554	50	4	-3.6175
USP50	10	0.017009	0.083982	0.792867	127	4	-3.7059	0.1416	0.18306	0.935816	227	1	-3.7059
TLR7	10	0.017149	0.084607	0.792867	128	7	-4.8379	0.52666	0.52779	0.9995	654	0	-4.8379
TRPV1	10	0.017646	0.086664	0.79328	129	5	-5.4019	0.58579	0.5864	0.9995	719	0	-5.4019
PRDM14	10	0.017749	0.087104	0.79328	130	8	-5.2376	0.95087	0.95076	0.9995	1155	0	-5.2376
GRIN3B	10	0.017781	0.087216	0.79328	131	5	-3.374	0.12321	0.16937	0.935816	202	1	-3.374
UGCG	10	0.018296	0.089145	0.796608	132	7	-4.7931	0.39388	0.39536	0.975111	507	1	-4.7931
REN	10	0.018499	0.089945	0.796608	133	8	-4.2146	0.013979	0.033797	0.720809	51	1	-4.2146
GGPS1	10	0.018714	0.09077	0.796608	134	8	-7.8377	0.9818	0.98197	0.9995	1203	0	-7.8377
AKR1D1	10	0.018731	0.090802	0.796608	135	6	-4.471	0.77429	0.77504	0.9995	927	0	-4.471
YTHDC1	47	0.018977	0.14629	0.872859	136	25	-4.618	0.86319	0.87202	0.9995	1053	1	-4.618
CARM1	10	0.019466	0.093443	0.804765	137	8	-5.6556	0.96643	0.96692	0.9995	1179	0	-5.6556
PLAUR	10	0.019521	0.093683	0.804765	138	7	-5.3541	0.96181	0.96208	0.9995	1171	0	-5.3541
ASH1L	10	0.020024	0.095636	0.815876	139	8	-3.8785	0.20262	0.22822	0.935816	295	1	-3.8785
TSHR	10	0.020635	0.098238	0.82781	140	8	-3.0768	0.85585	0.85584	0.9995	1048	0	-3.0768
ITGA4	10	0.020694	0.098374	0.82781	141	6	-3.6655	0.38459	0.38615	0.975111	496	1	-3.6655
CD274	25	0.020824	0.13678	0.872859	142	17	-4.4817	0.10396	0.21394	0.935816	183	1	-4.4817
KCNJ8	10	0.020935	0.09915	0.827929	143	7	-4.3047	0.31993	0.32527	0.972074	422	1	-4.3047
HDAC9	10	0.021475	0.1014	0.835912	144	8	-4.7141	0.99192	0.99208	0.9995	1223	0	-4.7141
MAVS	95	0.021988	0.18946	0.914299	145	50	-4.4525	0.49235	0.75607	0.9995	611	4	-4.4525
FN1	10	0.022226	0.10428	0.848652	146	5	-4.9251	0.96501	0.96544	0.9995	1176	0	-4.9251
VRK1	10	0.02287	0.10638	0.86006	147	6	-6.3312	0.30094	0.30896	0.962678	407	1	-6.3312
TADA1	10	0.023296	0.10814	0.867486	148	8	-6.4494	0.6709	0.67063	0.9995	820	0	-6.4494
MMP23A	5	0.023321	0.084367	0.792867	149	2	-3.8163	0.8047	0.80404	0.9995	973	0	-3.8163
SLCO2B1	10	0.023462	0.1087	0.867486	150	8	-6.3675	0.90733	0.90706	0.9995	1102	0	-6.3675
HTR2C	10	0.023999	0.11068	0.872229	151	7	-3.4595	0.40202	0.40352	0.975479	519	0	-3.4595
ALOX5	10	0.024249	0.11148	0.872229	152	6	-4.6502	0.094957	0.14923	0.935816	170	1	-4.6502
ACE	10	0.024476	0.11236	0.872229	153	8	-8.1401	0.90799	0.90774	0.9995	1104	0	-8.1401
PTGER2	10	0.02487	0.1137	0.872229	154	7	-5.4882	0.95972	0.95981	0.9995	1166	0	-5.4882
PROC	10	0.024908	0.11385	0.872229	155	7	-5.8005	0.74748	0.74752	0.9995	896	0	-5.8005
RSAD1	26	0.024976	0.15379	0.87626	156	17	-5.079	0.9692	0.96909	0.9995	1187	0	-5.079
TPMT	10	0.024982	0.11412	0.872229	157	7	-3.9253	0.50746	0.50874	0.9995	635	0	-3.9253
MT3	10	0.025035	0.11431	0.872229	158	3	-2.9955	0.43508	0.4369	0.989966	553	0	-2.9955
GLRA3	10	0.025189	0.11493	0.872229	159	7	-3.4053	0.38925	0.39059	0.975111	501	1	-3.4053
ADH1B	10	0.025399	0.11567	0.872464	160	7	-4.2809	0.2461	0.26258	0.944356	348	1	-4.2809
KDM2A	82	0.025502	0.20459	0.9256	161	47	-5.4766	0.21412	0.47145	0.995193	314	3	-5.4766
TRMT5	32	0.02621	0.16915	0.892117	162	18	-4.8064	0.24837	0.40401	0.975479	351	2	-4.8064
ALDH2	10	0.026393	0.11906	0.872859	163	6	-5.8015	0.97796	0.97819	0.9995	1199	0	-5.8015
F11	10	0.026536	0.11956	0.872859	164	5	-3.3783	0.0035717	0.010529	0.542698	12	3	-3.3783
ATXN3L	10	0.026605	0.11982	0.872859	165	6	-3.9366	0.30617	0.31334	0.963993	411	1	-3.9366
TRMT10C	15	0.026656	0.13752	0.872859	166	10	-5.1043	0.82848	0.82757	0.9995	1013	0	-5.1043
FCGR3B	10	0.026662	0.12001	0.872859	167	7	-3.8259	0.41604	0.41795	0.987643	530	0	-3.8259
KIT	10	0.026905	0.12089	0.872859	168	6	-4.3591	0.95873	0.95898	0.9995	1163	0	-4.3591
HCRTR2	10	0.027278	0.122	0.872859	169	7	-5.1069	0.79871	0.79933	0.9995	962	0	-5.1069
RAMP1	10	0.027408	0.12253	0.872859	170	8	-4.8061	0.6811	0.68092	0.9995	830	0	-4.8061
TFPI	10	0.02861	0.1267	0.872859	171	5	-2.0682	0.042002	0.076771	0.935816	96	2	-2.0682
SETMAR	10	0.028814	0.1273	0.872859	172	6	-4.0639	0.47012	0.47125	0.995193	592	0	-4.0639
FGA	10	0.028956	0.12782	0.872859	173	4	-4.0714	0.86138	0.86117	0.9995	1052	0	-4.0714
MMP12	10	0.029042	0.12809	0.872859	174	7	-3.4203	0.063007	0.10856	0.935816	132	2	-3.4203
ADRB2	10	0.029061	0.12815	0.872859	175	7	-5.0732	0.94329	0.94348	0.9995	1146	0	-5.0732
CKMT1A	10	0.029177	0.1286	0.872859	176	6	-4.9391	0.20327	0.22873	0.935816	296	1	-4.9391
FADS2	10	0.029325	0.12912	0.872859	177	8	-4.3521	0.37833	0.38008	0.973022	488	1	-4.3521
BRD4	83	0.029583	0.22842	0.929415	178	30	-3.7856	0.0484	0.17332	0.935816	104	3	-3.7856
FCGR3A	10	0.030735	0.13378	0.872859	179	7	-2.5396	0.48975	0.4912	0.9995	608	0	-2.5396
CYP11B1	10	0.030812	0.13402	0.872859	180	8	-5.2241	0.71108	0.7104	0.9995	857	0	-5.2241
PPARA	10	0.031131	0.13526	0.872859	181	7	-3.8632	0.67501	0.67481	0.9995	824	0	-3.8632
IL2RB	10	0.03115	0.13531	0.872859	182	5	-3.3284	0.13033	0.17483	0.935816	212	1	-3.3284
PDE4C	10	0.031303	0.13578	0.872859	183	5	-4.2716	0.58905	0.58961	0.9995	724	0	-4.2716
PDGFRA	10	0.031348	0.136	0.872859	184	8	-5.4114	0.56837	0.56895	0.9995	696	0	-5.4114
F7	10	0.031613	0.137	0.872859	185	6	-5.9691	0.94825	0.94824	0.9995	1150	0	-5.9691
RNF168	10	0.031714	0.13728	0.872859	186	4	-3.7535	0.47554	0.47673	0.996252	596	0	-3.7535
GABRA3	10	0.031769	0.13735	0.872859	187	6	-3.2546	0.61398	0.61431	0.9995	755	0	-3.2546
MTNR1A	10	0.031821	0.13755	0.872859	188	5	-3.6435	0.25416	0.26932	0.944356	359	1	-3.6435
RAMP2	10	0.032083	0.13855	0.872859	189	6	-7.021	0.28088	0.2918	0.962678	385	1	-7.021
GSG2	10	0.032134	0.13877	0.872859	190	7	-5.5688	0.91823	0.91834	0.9995	1117	0	-5.5688
KDM4D	10	0.032299	0.13939	0.872859	191	7	-3.5234	0.66971	0.66955	0.9995	816	0	-3.5234
UTY	10	0.032761	0.14084	0.872859	192	5	-3.6753	0.58506	0.58574	0.9995	718	0	-3.6753
AR	137	0.033272	0.2559	0.952941	193	70	-3.7138	0.27872	0.56895	0.9995	382	7	-3.7138
MAOB	10	0.033516	0.14348	0.872859	194	7	-6.3973	0.20654	0.23138	0.935816	300	1	-6.3973
KCNJ11	10	0.033711	0.14416	0.872859	195	6	-4.7637	0.81569	0.81626	0.9995	992	0	-4.7637
GAA	10	0.034165	0.14553	0.872859	196	7	-6.8458	0.4818	0.48305	0.9995	604	0	-6.8458
MTA2	10	0.034218	0.14569	0.872859	197	7	-4.5392	0.85987	0.85988	0.9995	1051	0	-4.5392
FGFR4	10	0.034423	0.14621	0.872859	198	7	-6.2031	0.52625	0.52734	0.9995	653	0	-6.2031
MMP27	10	0.0345	0.14641	0.872859	199	7	-4.5351	0.6899	0.6897	0.9995	838	0	-4.5351
HSD3B1	10	0.034558	0.14664	0.872859	200	5	-4.7855	0.34066	0.34385	0.973022	439	1	-4.7855
ALKBH6	6	0.034734	0.12312	0.872859	201	5	-7.0372	0.98058	0.98045	0.9995	1202	0	-7.0372
NTRK1	10	0.03506	0.1484	0.872859	202	4	-3.9599	0.6385	0.63858	0.9995	781	0	-3.9599
FCGR2B	10	0.035085	0.14849	0.872859	203	8	-3.9772	0.66131	0.66133	0.9995	805	0	-3.9772
GANAB	10	0.035119	0.14859	0.872859	204	5	-5.0733	0.98387	0.98416	0.9995	1208	0	-5.0733
CTRL0018	1	0.035169	0.035054	0.665039	205	1	-6.3125	0.96483	0.96537	0.9995	1175	0	-6.3125
S1PR5	10	0.035201	0.14889	0.872859	206	4	-3.5785	0.040636	0.074538	0.935816	90	1	-3.5785
CRTC2	10	0.035728	0.15068	0.875866	207	8	-5.2199	0.8966	0.89663	0.9995	1089	0	-5.2199
FGFR2	10	0.035757	0.15082	0.875866	208	6	-5.2925	0.60046	0.60111	0.9995	742	0	-5.2925
PBX1	10	0.036247	0.15266	0.87626	209	6	-7.8314	0.98808	0.98826	0.9995	1213	0	-7.8314
NOS3	10	0.036277	0.15274	0.87626	210	7	-5.4133	0.65272	0.65281	0.9995	796	0	-5.4133
SSTR1	10	0.036566	0.15378	0.87626	211	6	-5.3305	0.92212	0.92253	0.9995	1124	0	-5.3305
NSUN3	8	0.036596	0.1456	0.872859	212	6	-6.3351	0.81037	0.81068	0.9995	986	0	-6.3351
SLC25A6	10	0.036757	0.15443	0.87626	213	7	-4.683	0.76508	0.76553	0.9995	914	0	-4.683
RNF2	10	0.037291	0.15629	0.879265	214	8	-2.9737	0.22399	0.24512	0.941222	321	1	-2.9737
GABRA4	10	0.037534	0.15705	0.879265	215	7	-4.8356	0.29802	0.30655	0.962678	401	1	-4.8356
F2R	10	0.038007	0.15856	0.879265	216	8	-4.702	0.43843	0.44003	0.989966	557	0	-4.702
PAXIP1	10	0.03811	0.15891	0.879265	217	6	-6.7028	0.62708	0.62713	0.9995	768	0	-6.7028
EYA2	10	0.038195	0.1592	0.879265	218	7	-4.4707	0.46784	0.46894	0.995193	590	0	-4.4707
CES1	10	0.038207	0.15922	0.879265	219	6	-4.4183	0.1914	0.21958	0.935816	281	1	-4.4183
PGF	10	0.038605	0.16055	0.882662	220	7	-3.9949	0.18941	0.21815	0.935816	278	1	-3.9949
SCN1B	10	0.038826	0.16129	0.882831	221	6	-3.8844	0.2111	0.23491	0.935816	308	1	-3.8844
VKORC1	10	0.039255	0.16283	0.887316	222	8	-4.6566	0.99307	0.99316	0.9995	1225	0	-4.6566
ALKBH7	15	0.039789	0.18662	0.914299	223	11	-6.6731	0.97709	0.97664	0.9995	1196	0	-6.6731
HMGA2	10	0.04021	0.16596	0.891453	224	7	-5.6601	0.054421	0.095844	0.935816	118	2	-5.6601
MORF4L1	10	0.040312	0.16626	0.891453	225	8	-5.3589	0.84176	0.8419	0.9995	1034	0	-5.3589
CKM	10	0.040313	0.16627	0.891453	226	6	-5.0181	0.63365	0.63381	0.9995	777	0	-5.0181
CYP19A1	10	0.041167	0.16917	0.892117	227	6	-3.0561	0.27669	0.28837	0.961504	380	1	-3.0561
CPS1	10	0.04141	0.16994	0.892117	228	3	-5.1482	0.7846	0.7853	0.9995	943	0	-5.1482
CFTR	10	0.041482	0.1702	0.892117	229	8	-5.6066	0.036757	0.068807	0.935816	81	1	-5.6066
SUPT7L	10	0.041818	0.17144	0.892483	230	5	-5.9957	0.76529	0.76581	0.9995	915	0	-5.9957
SLC8A1	10	0.041884	0.17171	0.892483	231	6	-5.4429	0.18273	0.21317	0.935816	270	1	-5.4429
CTRL0086	1	0.041921	0.042049	0.693531	232	1	-2.7004	0.95808	0.9585	0.9995	1162	0	-2.7004
ARRB1	10	0.042102	0.1725	0.892808	233	7	-6.0723	0.55923	0.56002	0.9995	689	0	-6.0723
NAA50	10	0.042322	0.17329	0.893172	234	7	-3.8815	0.96938	0.96992	0.9995	1188	0	-3.8815
EDNRA	10	0.042736	0.17472	0.89604	235	4	-3.3067	0.0098228	0.026201	0.673166	41	2	-3.3067
PER2	10	0.042959	0.17556	0.89604	236	8	-7.0351	0.96137	0.96153	0.9995	1169	0	-7.0351
JMJD6	10	0.043099	0.17602	0.89604	237	8	-5.8995	0.66733	0.6672	0.9995	811	0	-5.8995
