id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
AURKC	9	0.013517	0.048841	0.816183	70	3	0.41508	0.47195	0.80982	0.999972	922	4	0.41508
KANSL1	9	0.013622	0.049211	0.816183	71	5	-0.63556	0.64765	0.90887	0.999972	1050	3	-0.63556
GLRA2	10	0.014049	0.050258	0.816183	72	5	-0.70892	0.37003	0.73922	0.999972	829	4	-0.70892
KAT6A	10	0.014231	0.050773	0.816183	73	2	0.47382	0.86851	0.97945	0.999972	1176	5	0.47382
SRCAP	9	0.015219	0.054403	0.816183	74	3	0.09877	0.7313	0.93809	0.999972	1107	3	0.09877
TXNRD1	10	0.0154	0.054588	0.816183	75	5	0.71	0.051613	0.22167	0.862812	260	5	0.71
CREBBP	9	0.015569	0.055594	0.816183	76	3	-0.81337	0.69501	0.92575	0.999972	1080	4	-0.81337
FCGR2C	10	0.015765	0.055683	0.816183	77	3	2.4516	0.049377	0.21387	0.854484	247	7	2.4516
ADA	8	0.015881	0.051095	0.816183	78	4	0.60203	0.082188	0.28589	0.906682	354	4	0.60203
AVPR1A	8	0.015881	0.051095	0.816183	79	4	-1.3671	0.9595	0.99185	0.999972	1211	3	-1.3671
MRGBP	8	0.016033	0.051505	0.816183	80	2	-0.63832	0.11374	0.35914	0.953657	421	3	-0.63832
SLC52A2	10	0.016646	0.058355	0.83554	81	4	2.4639	0.086867	0.32621	0.91863	364	6	2.4639
YTHDF2	57	0.01708	0.1059	0.929438	82	10	1.8677	0.036249	0.27151	0.906682	204	40	1.8677
TYMS	8	0.017478	0.055289	0.816183	83	1	3.251	0.08131	0.28362	0.906682	352	6	3.251
TFPI	10	0.01756	0.061108	0.842596	84	2	3.6213	0.010814	0.065182	0.685242	92	7	3.6213
CHRNA3	10	0.017598	0.061245	0.842596	85	4	-0.36483	0.085057	0.32105	0.91863	363	4	-0.36483
KMT2D	8	0.017694	0.055739	0.816183	86	4	-1.1657	0.99925	0.99948	0.999972	1227	1	-1.1657
POLR2D	10	0.017811	0.061881	0.842596	87	5	-0.68174	0.90131	0.98646	0.999972	1191	4	-0.68174
PER2	7	0.017863	0.05462	0.816183	88	3	1.192	0.41202	0.7317	0.999972	869	4	1.192
DOT1L	10	0.018501	0.063708	0.842596	89	4	-0.83617	0.81341	0.96699	0.999972	1153	3	-0.83617
SCN5A	8	0.018729	0.05842	0.83554	90	4	0.70847	0.37193	0.7168	0.999972	831	4	0.70847
TCF3	10	0.018807	0.064618	0.845534	91	3	-0.47069	0.40905	0.7728	0.999972	866	4	-0.47069
TRMT1	15	0.019164	0.076322	0.879655	92	4	0.10001	0.59917	0.92054	0.999972	1018	7	0.10001
YTHDF1	33	0.019625	0.099497	0.929438	93	6	3.3089	0.077056	0.39481	0.956	338	22	3.3089
YTHDC1	45	0.019834	0.10992	0.929438	94	9	3.4189	0.0062071	0.067596	0.687137	66	33	3.4189
CALY	9	0.020078	0.067138	0.869255	95	3	0.33879	0.9421	0.99174	0.999972	1207	4	0.33879
HDAC6	8	0.020149	0.062107	0.842596	96	4	-0.63606	0.86172	0.97107	0.999972	1173	4	-0.63606
SCN1B	10	0.020776	0.070768	0.879655	97	3	0.99031	0.23185	0.59087	0.997779	658	5	0.99031
KCNMA1	9	0.020799	0.068957	0.879655	98	3	0.66525	0.47847	0.81424	0.999972	928	5	0.66525
PADI4	10	0.020924	0.071187	0.879655	99	3	-0.1848	0.4176	0.77976	0.999972	873	4	-0.1848
TUBB3	10	0.020954	0.071259	0.879655	100	5	-0.94285	0.57267	0.88085	0.999972	1000	2	-0.94285
CCKBR	7	0.02121	0.063612	0.842596	101	4	-1.0949	0.99822	0.99856	0.999972	1226	1	-1.0949
TUBE1	10	0.021288	0.072499	0.879655	102	3	1.6602	0.47182	0.82144	0.999972	921	7	1.6602
CACNB1	10	0.021631	0.073537	0.879655	103	5	-0.36263	0.6174	0.90071	0.999972	1029	4	-0.36263
PER1	9	0.022691	0.073617	0.879655	104	1	2.3076	0.27747	0.63489	0.999972	738	6	2.3076
CACNA1I	9	0.022781	0.073762	0.879655	105	4	-0.46326	0.36738	0.73235	0.999972	827	4	-0.46326
HRH1	10	0.023399	0.078809	0.879655	106	4	2.0431	0.51954	0.85515	0.999972	965	6	2.0431
PRKAB1	10	0.023492	0.079083	0.879655	107	1	3.9205	0.0046895	0.03077	0.532551	56	9	3.9205
KAT5	10	0.023629	0.079429	0.879655	108	4	0.10099	0.74421	0.94961	0.999972	1110	5	0.10099
KCNA1	10	0.023781	0.079936	0.879655	109	4	-0.29663	0.79948	0.96376	0.999972	1143	4	-0.29663
RING1	9	0.023908	0.076443	0.879655	110	3	1.559	0.052728	0.2155	0.854484	264	5	1.559
USP3	10	0.023959	0.080516	0.879655	111	5	-0.33675	0.1272	0.41279	0.956	451	4	-0.33675
HBB	10	0.02556	0.085153	0.915305	112	3	2.0355	0.054315	0.2305	0.87257	273	6	2.0355
MET	9	0.025856	0.080814	0.879655	113	4	-0.81337	0.73092	0.93788	0.999972	1106	4	-0.81337
CD33	10	0.02604	0.086513	0.915305	114	5	-0.056863	0.14741	0.45209	0.966486	510	4	-0.056863
NSUN5P1	11	0.026747	0.089298	0.915305	115	5	-0.46326	0.88125	0.98456	0.999972	1181	4	-0.46326
SETD1A	10	0.026802	0.088791	0.915305	116	5	-0.52046	0.96714	0.99612	0.999972	1216	3	-0.52046
TADA1	10	0.027703	0.091302	0.920914	117	4	0.39218	0.82768	0.97036	0.999972	1161	5	0.39218
SALL1	10	0.027709	0.091343	0.920914	118	2	0.71244	0.098516	0.35332	0.950961	391	5	0.71244
MAP1A	9	0.028014	0.085974	0.915305	119	3	0.83324	0.38525	0.74646	0.999972	842	5	0.83324
MAP2K2	10	0.028534	0.09317	0.924186	120	4	1.8167	0.24799	0.61446	0.997844	689	6	1.8167
MGC16025	10	0.029899	0.096124	0.929438	121	3	0.26273	0.45735	0.81056	0.999972	905	4	0.26273
KCNQ2	10	0.030232	0.096655	0.929438	122	2	-0.46326	0.80967	0.96601	0.999972	1148	4	-0.46326
NOXO1	8	0.030327	0.087463	0.915305	123	1	3.1457	0.1641	0.46207	0.966486	550	7	3.1457
NACC2	10	0.030662	0.097533	0.929438	124	3	0.050902	0.33288	0.70546	0.999972	793	4	0.050902
TOP1MT	8	0.030774	0.088509	0.915305	125	4	-0.01401	0.81224	0.9568	0.999972	1151	4	-0.01401
MAPK3	10	0.031071	0.098531	0.929438	126	3	0.93063	0.78446	0.96035	0.999972	1133	5	0.93063
KIT	8	0.032342	0.092478	0.924186	127	3	1.6853	0.59258	0.86913	0.999972	1015	5	1.6853
GSK3A	10	0.032748	0.10192	0.929438	128	1	1.2205	0.0218	0.11405	0.787871	149	7	1.2205
METTL1	12	0.033252	0.1098	0.929438	129	5	1.2741	0.14914	0.47958	0.968599	516	7	1.2741
SMARCAD1	10	0.034423	0.10579	0.929438	130	2	3.7863	0.076921	0.29859	0.911321	337	6	3.7863
GHRHR	9	0.034498	0.10091	0.929438	131	3	2.8853	0.017265	0.09222	0.760948	124	5	2.8853
TRRAP	8	0.034889	0.09866	0.929438	132	4	-0.29987	0.25036	0.58207	0.99239	695	3	-0.29987
JADE2	9	0.035559	0.10327	0.929438	133	2	3.2219	0.12153	0.39746	0.956	441	5	3.2219
ALPPL2	10	0.036095	0.10921	0.929438	134	4	-0.63832	0.44124	0.79839	0.999972	895	3	-0.63832
CTRL0100	1	0.036306	0.036195	0.813261	135	1	-4.2447	0.96369	0.96433	0.999972	1214	0	-4.2447
PDE3A	10	0.036406	0.1098	0.929438	136	4	-0.63832	0.93222	0.99082	0.999972	1202	2	-0.63832
KCNA10	9	0.037356	0.10739	0.929438	137	3	-0.46326	0.86619	0.97656	0.999972	1175	3	-0.46326
SIRT6	9	0.037452	0.10767	0.929438	138	3	1.8167	0.22319	0.56246	0.984312	646	5	1.8167
PRKCA	9	0.037825	0.10863	0.929438	139	4	1.9614	0.3374	0.70627	0.999972	801	5	1.9614
FTSJ3	29	0.03804	0.16112	0.999255	140	9	1.3779	0.71631	0.97642	0.999972	1094	17	1.3779
CACNB2	8	0.038504	0.10696	0.929438	141	3	0.025362	0.55198	0.84593	0.999972	983	4	0.025362
CHRNB4	9	0.038564	0.11032	0.929438	142	4	-0.81337	0.68023	0.92101	0.999972	1073	4	-0.81337
CTRL0039	1	0.039328	0.039342	0.813261	143	1	-3.8381	0.96067	0.96112	0.999972	1213	0	-3.8381
SLC6A1	9	0.039865	0.11329	0.947902	144	2	-0.46326	0.31373	0.67947	0.999972	768	3	-0.46326
SERPINB2	10	0.040208	0.11755	0.963927	145	4	4.248	0.077631	0.30052	0.914163	339	6	4.248
MRM1	18	0.040393	0.14877	0.999255	146	2	0.98737	0.79072	0.97852	0.999972	1137	10	0.98737
TRMT12	26	0.040711	0.1655	0.999255	147	8	2.0751	0.14148	0.53893	0.980162	501	15	2.0751
BDKRB2	9	0.040813	0.11539	0.957971	148	2	3.0989	0.19658	0.52402	0.975847	601	6	3.0989
FTL	8	0.042364	0.11605	0.957971	149	2	0.23863	0.65496	0.90109	0.999972	1055	4	0.23863
CBX8	9	0.042646	0.11954	0.973739	150	4	-0.46326	0.20627	0.53813	0.980162	615	3	-0.46326
ADRA2B	9	0.043057	0.12044	0.974629	151	1	1.5788	0.22601	0.5666	0.984506	652	7	1.5788
ALKBH3	12	0.043235	0.13563	0.999255	152	4	1.2636	0.71589	0.94703	0.999972	1093	7	1.2636
CSF2RB	10	0.044415	0.12656	0.999255	153	2	0.30733	0.051025	0.21956	0.860046	254	4	0.30733
USP38	8	0.045889	0.12463	0.999255	154	2	0.70189	0.56659	0.85442	0.999972	995	4	0.70189
LPL	10	0.04699	0.13206	0.999255	155	3	4.1531	0.050095	0.21628	0.854484	252	7	4.1531
DRD4	9	0.047118	0.12964	0.999255	156	3	1.3487	0.32339	0.69049	0.999972	783	6	1.3487
PRMT1	21	0.047719	0.17274	0.999255	157	7	0.28401	0.45846	0.87202	0.999972	906	10	0.28401
RNMTL1	18	0.04784	0.16711	0.999255	158	4	1.3973	0.66953	0.95069	0.999972	1066	11	1.3973
VTCN1	17	0.048613	0.16352	0.999255	159	4	3.9936	0.0077455	0.060915	0.671809	75	10	3.9936
PDCD1	10	0.048706	0.13566	0.999255	160	4	1.186	0.1416	0.44057	0.960809	502	5	1.186
GSS	8	0.049029	0.13199	0.999255	161	3	-0.46326	0.46358	0.79336	0.999972	909	2	-0.46326
STAT3	24	0.049552	0.18371	0.999255	162	7	2.017	0.57932	0.93372	0.999972	1004	13	2.017
TBXA2R	10	0.051667	0.14197	0.999255	163	4	1.6606	0.37558	0.74424	0.999972	837	6	1.6606
TBL1XR1	10	0.051667	0.14197	0.999255	164	4	0.52662	0.15032	0.45729	0.966486	519	5	0.52662
BCHE	10	0.051667	0.14197	0.999255	165	4	1.4973	0.41257	0.77563	0.999972	871	5	1.4973
PADI2	10	0.051849	0.1423	0.999255	166	3	0.92112	0.15455	0.46463	0.966486	530	5	0.92112
BLVRB	10	0.053493	0.14581	0.999255	167	2	0.84656	0.82262	0.96917	0.999972	1157	5	0.84656
CYSLTR2	10	0.053536	0.14589	0.999255	168	3	0.99817	0.62176	0.90236	0.999972	1033	5	0.99817
BRD4	75	0.053574	0.25832	0.999255	169	14	3.0823	0.012132	0.12973	0.790764	99	51	3.0823
JAK3	10	0.055535	0.1501	0.999255	170	3	0.34395	0.15987	0.47427	0.966486	539	4	0.34395
MAP4	8	0.055584	0.14239	0.999255	171	1	1.5915	0.025157	0.119	0.789172	166	6	1.5915
PRMT3	9	0.056424	0.15033	0.999255	172	1	2.0607	0.064511	0.24955	0.885811	305	6	2.0607
KCNJ12	10	0.057255	0.15354	0.999255	173	4	0.82444	0.58866	0.888	0.999972	1013	6	0.82444
CACNA1S	10	0.058412	0.15601	0.999255	174	1	2.66	0.19644	0.53633	0.980162	600	6	2.66
SCN4A	9	0.058773	0.15536	0.999255	175	3	0.66525	0.75619	0.94645	0.999972	1115	5	0.66525
CACNA1A	9	0.058773	0.15536	0.999255	176	3	0.15867	0.49062	0.82267	0.999972	944	4	0.15867
SMO	10	0.059254	0.15782	0.999255	177	4	0.8494	0.59643	0.89137	0.999972	1016	5	0.8494
CHD1	9	0.059372	0.15666	0.999255	178	3	1.1605	0.68014	0.92098	0.999972	1072	5	1.1605
WHSC1	10	0.060049	0.15935	0.999255	179	4	0.29025	0.82262	0.96917	0.999972	1156	5	0.29025
PLIN3	10	0.060462	0.16025	0.999255	180	2	1.021	0.49992	0.84142	0.999972	951	6	1.021
NR3C2	10	0.062026	0.16337	0.999255	181	4	0.95058	0.064122	0.26125	0.897602	302	5	0.95058
VPRBP	8	0.062528	0.1534	0.999255	182	3	-0.2778	0.7134	0.92823	0.999972	1092	2	-0.2778
SCN2A	10	0.062646	0.16454	0.999255	183	3	5.1088	0.014602	0.08405	0.730826	112	6	5.1088
SHMT1	10	0.062646	0.16454	0.999255	184	3	2.3606	0.28513	0.65904	0.999972	747	6	2.3606
PPARG	9	0.062806	0.16395	0.999255	185	2	1.5049	0.65376	0.91102	0.999972	1053	5	1.5049
CA2	10	0.062984	0.16514	0.999255	186	2	4.3971	0.047005	0.20598	0.854484	241	8	4.3971
LacZ:2417-2436_LacZ_+	1	0.062986	0.06333	0.842596	187	1	-4.1778	0.93701	0.9371	0.999972	1205	0	-4.1778
POLE2	7	0.063241	0.14518	0.999255	188	3	-0.81337	0.98876	0.99649	0.999972	1224	2	-0.81337
LDB1	9	0.063778	0.16584	0.999255	189	2	1.8501	0.11663	0.38647	0.956	431	5	1.8501
CACNA1D	10	0.064122	0.16756	0.999255	190	2	2.7082	0.0041323	0.027485	0.520107	51	6	2.7082
GABRA3	10	0.064375	0.16797	0.999255	191	2	3.8554	0.050014	0.21601	0.854484	250	7	3.8554
METTL4	28	0.064894	0.23467	0.999255	192	7	3.1157	0.04728	0.27672	0.906682	242	20	3.1157
RBBP5	10	0.064954	0.16912	0.999255	193	4	0.63772	0.82427	0.96951	0.999972	1158	5	0.63772
PTGER1	10	0.065543	0.17025	0.999255	194	3	3.795	0.060418	0.25007	0.885811	293	7	3.795
KDM5D	9	0.065585	0.1695	0.999255	195	4	0.31039	0.66669	0.9161	0.999972	1064	4	0.31039
PHB	9	0.066075	0.17051	0.999255	196	3	0.55162	0.87079	0.97739	0.999972	1177	4	0.55162
GANC	10	0.066205	0.17176	0.999255	197	3	1.9705	0.52898	0.85999	0.999972	970	6	1.9705
PHF20	8	0.066449	0.15944	0.999255	198	3	0.044177	0.80843	0.95575	0.999972	1146	3	0.044177
MMP10	10	0.066559	0.17255	0.999255	199	3	0.8388	0.020776	0.10974	0.780261	146	5	0.8388
SETD8	8	0.067318	0.16092	0.999255	200	3	0.6943	0.70975	0.92703	0.999972	1090	4	0.6943
LCK	10	0.067427	0.17427	0.999255	201	4	1.931	0.057086	0.23915	0.87807	283	5	1.931
BRD1	9	0.067443	0.17353	0.999255	202	3	3.0214	0.27375	0.63051	0.999972	730	6	3.0214
CACNG1	10	0.068016	0.17548	0.999255	203	4	1.1785	0.43409	0.79307	0.999972	889	5	1.1785
MMP28	10	0.068181	0.17582	0.999255	204	2	0.65818	0.42131	0.78255	0.999972	876	5	0.65818
SLCO2B1	9	0.068232	0.17518	0.999255	205	3	-0.81337	0.77708	0.95316	0.999972	1127	3	-0.81337
BIRC5	18	0.071281	0.22077	0.999255	206	6	0.085545	0.79009	0.97846	0.999972	1136	9	0.085545
F8	9	0.071298	0.18188	0.999255	207	2	2.1339	0.051401	0.21168	0.854484	257	5	2.1339
PHF2	10	0.071417	0.18236	0.999255	208	3	1.7602	0.25469	0.62394	0.999972	701	6	1.7602
GAA	9	0.071758	0.18297	0.999255	209	4	0.20151	0.90455	0.98426	0.999972	1195	4	0.20151
TEK	8	0.072471	0.16884	0.999255	210	3	0.70196	0.7112	0.92761	0.999972	1091	4	0.70196
HMGA2	10	0.073837	0.18691	0.999255	211	2	0.56199	0.079877	0.30655	0.915181	349	5	0.56199
ATM	10	0.073926	0.18712	0.999255	212	3	2.7247	0.18914	0.52425	0.975847	589	6	2.7247
IKBKB	9	0.074714	0.1889	0.999255	213	1	0.55162	0.037291	0.1656	0.853163	208	4	0.55162
BEND3	9	0.074803	0.18905	0.999255	214	2	0.0042122	0.13685	0.42638	0.956	485	4	0.0042122
CTRL0002	1	0.075246	0.075735	0.879655	215	1	-2.6152	0.92475	0.92549	0.999972	1200	0	-2.6152
PLAT	9	0.075688	0.19052	0.999255	216	3	3.2219	0.2605	0.61364	0.997844	710	6	3.2219
BCR	9	0.076163	0.19117	0.999255	217	3	-0.14421	0.83989	0.97166	0.999972	1165	3	-0.14421
VRK1	10	0.076252	0.19195	0.999255	218	2	1.3317	0.37029	0.73951	0.999972	830	7	1.3317
ABCC1	7	0.076256	0.16822	0.999255	219	1	1.9614	0.10595	0.3269	0.91863	404	6	1.9614
KCNC3	8	0.076492	0.17592	0.999255	220	2	-0.63832	0.99993	0.99992	0.999972	1229	0	-0.63832
MMP1	10	0.07704	0.19336	0.999255	221	4	1.6537	0.18277	0.51394	0.97442	574	6	1.6537
MEAF6	10	0.077637	0.19452	0.999255	222	4	1.036	0.27514	0.64916	0.999972	733	5	1.036
CD274	25	0.077876	0.26145	0.999255	223	3	1.5569	0.49531	0.90404	0.999972	948	15	1.5569
ATP1A1	8	0.07808	0.17867	0.999255	224	2	0.58616	0.13934	0.41376	0.956	495	4	0.58616
FGF2	10	0.078125	0.19541	0.999255	225	2	1.9288	0.071252	0.28252	0.906682	318	6	1.9288
TYW3	27	0.078228	0.26148	0.999255	226	8	2.5948	0.0036624	0.037531	0.562968	50	16	2.5948
CACNB3	9	0.078334	0.19435	0.999255	227	1	2.7047	0.16205	0.46872	0.966486	543	6	2.7047
UBE2E1	9	0.079043	0.19525	0.999255	228	3	3.4968	0.18055	0.49914	0.973161	570	6	3.4968
HCRTR2	10	0.079442	0.19812	0.999255	229	4	0.28162	0.57131	0.88027	0.999972	999	5	0.28162
PGF	10	0.079462	0.19814	0.999255	230	3	2.656	0.17268	0.49666	0.972764	561	7	2.656
PRDM14	10	0.08038	0.19988	0.999255	231	2	0.84334	0.72804	0.94398	0.999972	1103	5	0.84334
NR3C1	6	0.08169	0.17569	0.999255	232	3	0.019789	0.038481	0.14826	0.824748	210	2	0.019789
TAF6L	9	0.081941	0.19957	0.999255	233	2	-0.10481	0.44087	0.78737	0.999972	894	4	-0.10481
SRD5A2	7	0.082449	0.17944	0.999255	234	1	2.3898	0.39025	0.71189	0.999972	850	5	2.3898
SIRT2	10	0.083462	0.20611	0.999255	235	1	0.87885	0.52031	0.85555	0.999972	966	6	0.87885
RPL19	9	0.083501	0.20193	0.999255	236	3	-0.1577	0.79784	0.95961	0.999972	1141	4	-0.1577
NOS2	9	0.084739	0.20376	0.999255	237	3	1.1548	0.55771	0.86508	0.999972	988	5	1.1548
TRMT2B	29	0.08494	0.28551	0.999255	238	6	2.7322	0.24517	0.71301	0.999972	685	20	2.7322
CSRP2BP	10	0.085984	0.21133	0.999255	239	3	2.1073	0.43273	0.79195	0.999972	885	7	2.1073
KDM4B	9	0.086253	0.20611	0.999255	240	3	-0.46326	0.81331	0.96446	0.999972	1152	4	-0.46326
TSHR	10	0.086949	0.21332	0.999255	241	4	1.1881	0.29092	0.66471	0.999972	750	5	1.1881
MMP13	9	0.087033	0.20727	0.999255	242	3	-0.46326	0.45462	0.79713	0.999972	903	4	-0.46326
